Column_A,Column_B,Correlation,P_value,FDR
C18-neg_Cluster_0396,Diagnosis,-0.332685486163709,9.717859931490796e-05,0.0004973952133470444
C18-neg_Cluster_0397,Diagnosis,-0.33375890873775077,9.196129260389987e-05,0.000476389646931678
C18-neg_Cluster_0399,Diagnosis,-0.5048079681431957,6.736256642955744e-10,2.1993505083716762e-08
C18-neg_Cluster_0401,Diagnosis,0.6172199625622851,3.237383381432064e-15,8.680111563306335e-13
C18-neg_Cluster_0403,Diagnosis,-0.2563514951948866,0.0030073407052631797,0.008790535368407206
C18-neg_Cluster_0404,Diagnosis,-0.5339949342561155,4.291886927466966e-11,1.9986639754856694e-09
C18-neg_Cluster_0408,Diagnosis,-0.24279523923133706,0.0050305067106633595,0.013472717834456386
C18-neg_Cluster_0409,Diagnosis,-0.4245539724673769,3.9062537259550396e-07,5.014257185962214e-06
C18-neg_Cluster_0410,Diagnosis,-0.4384851026825186,1.450884912101417e-07,2.224857834016176e-06
C18-neg_Cluster_0412,Diagnosis,-0.3793499558069862,7.264512356111358e-06,5.886117703926125e-05
C18-neg_Cluster_0413,Diagnosis,-0.35864767033675965,2.4137712251094573e-05,0.00015997788614058786
C18-neg_Cluster_0414,Diagnosis,-0.4047028313679973,1.486779201594491e-06,1.563295724941959e-05
C18-neg_Cluster_0416,Diagnosis,-0.5623960083325382,2.259177662965471e-12,1.5739530678675975e-10
C18-neg_Cluster_0418,Diagnosis,-0.30821101505567405,0.00032398189742731653,0.0013572877975553488
C18-neg_Cluster_0419,Diagnosis,0.5309821963331467,5.773031368806073e-11,2.5945376210018243e-09
C18-neg_Cluster_0420,Diagnosis,0.587643589310136,1.2902166573097824e-13,1.585532914427355e-11
C18-neg_Cluster_0421,Diagnosis,0.30573313095665106,0.00036392469039498706,0.0014984018841809486
C18-neg_Cluster_0422,Diagnosis,0.38618921805050666,4.796672808545693e-06,4.140581561952419e-05
C18-neg_Cluster_0423,Diagnosis,-0.39117951502177584,3.522359096897708e-06,3.2129725040567965e-05
C18-neg_Cluster_0424,Diagnosis,-0.2840710490540551,0.0009635383485080843,0.003363071916212832
C18-neg_Cluster_0428,Diagnosis,-0.36297745060985825,1.8904937106547638e-05,0.00012976794687256284
C18-neg_Cluster_0429,Diagnosis,-0.22056875387804217,0.011040318407153122,0.025842523086373234
C18-neg_Cluster_0430,Diagnosis,-0.2355262827897696,0.006555703697493858,0.01683740676790295
C18-neg_Cluster_0431,Diagnosis,-0.2505349818721741,0.003762606462350391,0.010619311636005187
C18-neg_Cluster_0432,Diagnosis,-0.22832832483273877,0.008457924762575673,0.020692411988007076
